model,GEST,LEC,ADP_norm,E
MLP,0.9999999999999999,0.0,0.8613215286662645,0.6722643057332529
XGBoost,0.6969696969696969,-0.21112240850925446,0.0,0.2851481259320721
GradientBoosting,0.406060606060606,0.05778033424384355,0.06826945576727483,0.23401829445691105
SVC_RBF,-0.9999999999999999,0.0,0.8955548839820993,-0.3208890232035801
