model,global_spearman,local_cosine,global_spearman_norm,local_cosine_norm,E_raw,E
ExtraTrees,0.9684855099100661,0.8495958449378439,0.0,0.9999999234425575,0.49999996172127875,3.476055455773432e-05
GradientBoosting,0.9875095434417469,0.7189749816188069,0.9999994743493945,0.0,0.49999973717469726,0.0
RandomForest,0.9859386242038939,0.7314486304132091,0.9174240095047645,0.09549506504933328,0.506459537277049,0.9999984519668781
