AUROC,Brier,LogLoss,ECE,model,world
0.7491289198606271,0.20100781093879871,0.583958823323799,0.11947737405455462,Logistic_L2,WA_real
0.6961672473867595,0.22536374337040124,0.6520777556554475,0.18863872270829127,Logistic_L2,WB_real
0.6585365853658537,0.24427718246056807,0.688376260724526,0.15115659630830097,Logistic_L2,WC_real
0.8090592334494774,0.1803045708531233,0.5364940145874071,0.08704353263513259,Logistic_L2,WD_real
0.7526132404181185,0.20059594896039584,0.5833379806002688,0.10865242721366958,Logistic_L2,WE_real
0.19094076655052267,0.46048204996153896,6.867872389164823,0.4604285747829034,Logistic_L2,WF_real
0.6348432055749129,0.2455615305942431,0.6992175527305193,0.1691435750095942,Logistic_L2,WG_real
0.7909407665505227,0.20024363157894737,0.589372324839364,0.1472368421052631,RandomForest,WA_real
0.8233449477351914,0.19725442105263158,0.583414911531449,0.1456315789473684,RandomForest,WB_real
0.5926829268292683,0.24510021052631578,0.6821263202804424,0.15868421052631587,RandomForest,WC_real
0.7986062717770034,0.19723921052631577,0.5827315454534033,0.14007894736842105,RandomForest,WD_real
0.7923344947735191,0.1987545263157895,0.5867225515902478,0.12021052631578952,RandomForest,WE_real
0.6522648083623693,0.24698394736842108,0.6871687851921404,0.057815789473684265,RandomForest,WF_real
0.6439024390243903,0.23055942105263158,0.6533510997890188,0.06681578947368422,RandomForest,WG_real
0.7449477351916376,0.20384673684210525,0.5954708711782919,0.08515789473684206,ExtraTrees,WA_real
0.756794425087108,0.20214736842105263,0.5913825602437008,0.06868421052631579,ExtraTrees,WB_real
0.6616724738675959,0.23295263157894736,0.658466679921116,0.07521052631578949,ExtraTrees,WC_real
0.7540069686411149,0.20185505263157894,0.5916593494780645,0.10789473684210522,ExtraTrees,WD_real
0.7411149825783971,0.20505099999999998,0.598553649094161,0.09544736842105264,ExtraTrees,WE_real
0.7515679442508711,0.22305652631578948,0.6392106317782954,0.17189473684210527,ExtraTrees,WF_real
0.6278745644599304,0.23647831578947365,0.6663310006867693,0.08789473684210523,ExtraTrees,WG_real
0.6933797909407665,0.23643200951312018,0.7545009688011056,0.17603943921247872,GradientBoosting,WA_real
0.7337979094076654,0.21936229501424567,0.7067426250220217,0.14640242960620278,GradientBoosting,WB_real
0.5156794425087108,0.3642934175882666,1.1397648766510395,0.31729673630073363,GradientBoosting,WC_real
0.7811846689895471,0.20234075953269287,0.6119796278154119,0.15449639453480074,GradientBoosting,WD_real
0.7045296167247386,0.2352617600849792,0.7402905521048142,0.17255143484252755,GradientBoosting,WE_real
0.5435540069686411,0.36440885351093744,1.171761070639614,0.34155165519054254,GradientBoosting,WF_real
0.5616724738675958,0.31522369139317885,0.9875903977853004,0.2698931116596042,GradientBoosting,WG_real
0.7414634146341462,0.23286366939366357,0.6586400817307699,0.15125827842949818,SVC_RBF,WA_real
0.7679442508710801,0.23289193327673274,0.6586821802804176,0.1262264680271661,SVC_RBF,WB_real
0.7327526132404181,0.23619409696338484,0.6654380748030172,0.1795450437807609,SVC_RBF,WC_real
0.7749128919860626,0.2306525276754934,0.6542437674743112,0.16727305741166085,SVC_RBF,WD_real
0.7470383275261323,0.23269199741983634,0.6583035071993751,0.1648334035857158,SVC_RBF,WE_real
0.7745644599303135,0.24855866642384308,0.6902622516182227,0.010808829130881437,SVC_RBF,WF_real
0.6529616724738676,0.23890339798792082,0.6708063494647242,0.07231091000844556,SVC_RBF,WG_real
0.791637630662021,0.21740685944673901,0.9180018532196151,0.18397221654497026,MLP,WA_real
0.7972125435540071,0.2154048216022794,0.8818074460873914,0.2100972100220458,MLP,WB_real
0.7331010452961672,0.29846466223275664,1.431701015794087,0.310717580748733,MLP,WC_real
0.8181184668989547,0.22061097301496832,0.8905887407990113,0.2438876541647949,MLP,WD_real
0.789547038327526,0.2201328865034784,0.9257940596269892,0.1997283504381967,MLP,WE_real
0.751219512195122,0.1974043225112789,6.910905104444772,0.1703653261222822,MLP,WF_real
0.6606271777003485,0.3079799450951554,1.4463154702747874,0.2852932837343328,MLP,WG_real
0.6264808362369337,0.46052631602113603,16.414401955397132,0.3684228031812037,GaussianNB,WA_real
0.6236933797909407,0.46052633727885417,16.423069211303147,0.36843786942314105,GaussianNB,WB_real
0.591637630662021,0.4605263205856762,16.416578212362825,0.3684290017793736,GaussianNB,WC_real
0.6299651567944251,0.4605263157857094,16.308514821128227,0.3684210526569246,GaussianNB,WD_real
0.6271777003484321,0.4605263159888406,16.411228130599465,0.3684226774734917,GaussianNB,WE_real
0.7094076655052266,0.300802103440233,7.934641838921616,0.16974157374236054,GaussianNB,WF_real
0.5526132404181185,0.48684210549482027,17.386247628811617,0.3815806979180458,GaussianNB,WG_real
