model,global_spearman,local_cosine,global_spearman_norm,local_cosine_norm,E_raw,E
ExtraTrees,0.9841427164269455,0.8178488533627251,0.0,0.9999998339158349,0.49999991695791746,0.999999879836716
GradientBoosting,0.990279389017788,0.7576384273150093,0.9999983704550705,0.0,0.4999991852275352,0.9999910871241376
RandomForest,0.9886976173328973,0.7631367296303586,0.7422415675773857,0.09131809493942214,0.4167798312584039,0.0
